day,timestr,a,b,c,d,e,f
268,13:35:00,405.365,6.735,39.657,42.925,40.51,10.275
268,13:36:00,404.775,6.735,39.645,42.945,40.56,10.275
268,13:37:00,405.08,6.655,39.7,43.005,40.51,10.275
268,13:38:00,405.17,6.745,39.665,42.995,40.48,10.275
268,13:39:00,405.36,6.655,39.68,42.995,40.43,10.275
268,13:40:00,405.205,6.655,39.688,43.015,40.42,10.275
268,13:41:00,405.1,6.755,39.675,42.975,40.44,10.275
268,13:42:00,404.855,6.745,39.672,42.975,40.38,10.275
268,13:43:00,405.155,6.655,39.693000000000005,42.995,40.4,10.275
268,13:44:00,404.99,6.745,39.657,42.965,40.42,10.275
268,13:45:00,405.03,6.745,39.64,42.975,40.44,10.275
268,13:46:00,405.475,6.745,39.735,43.005,40.43,10.275
268,13:47:00,405.775,6.765,39.765,43.045,40.41,10.275
268,13:48:00,405.9,6.665,39.751999999999995,43.055,40.37,10.275
268,13:49:00,405.69,6.665,39.722,43.065,40.4,10.275
268,13:50:00,406.095,6.665,39.748000000000005,43.085,40.43,10.275
268,13:51:00,406.775,6.775,39.79,43.075,40.46,10.275
268,13:52:00,406.73,6.785,39.813,43.095,40.55,10.275
268,13:53:00,406.445,6.785,39.8,43.075,40.55,10.275
268,13:54:00,406.585,6.685,39.795,43.05,40.55,10.275
268,13:55:00,406.645,6.785,39.778,43.045,40.55,10.275
268,13:56:00,406.66,6.785,39.855,43.045,40.57,10.275
268,13:57:00,406.415,6.785,39.84,43.045,40.62,10.275
268,13:58:00,406.455,6.785,39.852,43.045,40.6,10.275
268,13:59:00,406.52,6.685,39.852,43.045,40.59,10.275
268,14:00:00,406.375,6.785,39.813,43.035,40.63,10.275
268,14:01:00,406.36,6.685,39.835,43.045,40.57,10.275
268,14:02:00,406.295,6.675,39.785,42.0,40.5,10.275
268,14:03:00,406.225,6.775,39.76,43.025,40.46,10.275
268,14:04:00,406.315,6.775,39.75,43.045,40.47,10.275
268,14:05:00,406.3,6.685,39.733000000000004,43.045,40.48,10.275
268,14:06:00,405.78,6.685,39.745,43.045,40.52,10.275
268,14:07:00,406.255,6.685,39.79,43.095,40.43,10.275
268,14:08:00,406.495,6.685,39.778,43.095,40.44,10.275
268,14:09:00,406.315,6.785,39.773,43.145,40.45,10.275
268,14:10:00,405.99,6.775,39.695,43.09,40.52,10.275
268,14:11:00,405.94,6.775,39.743,43.135,40.44,10.275
268,14:12:00,405.855,6.675,39.75,43.175,40.39,10.275
268,14:13:00,406.51,6.785,39.755,40.977,40.42,10.275
268,14:14:00,406.37,6.785,39.73,42.111000000000004,40.4,10.275
268,14:15:00,406.24,6.685,39.755,43.265,40.36,10.275
268,14:16:00,405.965,6.685,39.763000000000005,43.255,40.3,10.275
268,14:17:00,405.74,6.785,39.763000000000005,43.225,40.31,10.275
268,14:18:00,405.92,6.685,39.785,43.225,40.31,10.275
268,14:19:00,405.945,6.685,39.79,43.215,40.31,10.275
268,14:20:00,405.88,6.685,39.803000000000004,43.215,40.32,10.275
268,14:21:00,405.945,6.795,39.813,43.225,40.3,10.275
268,14:22:00,405.83,6.785,39.773,43.205,40.32,10.275
268,14:23:00,405.82,6.785,39.751999999999995,43.195,40.31,10.315
268,14:24:00,405.74,6.785,39.76,43.215,40.34,10.315
268,14:25:00,405.415,6.775,39.72,43.155,40.33,10.315
268,14:26:00,405.47,6.775,39.725,43.155,40.33,10.315
268,14:27:00,405.535,6.765,39.75,43.155,40.29,10.315
268,14:28:00,405.47,6.755,39.733000000000004,43.145,40.32,10.315
268,14:29:00,405.555,6.755,39.7,43.155,40.3,10.315
268,14:30:00,405.27,6.645,39.678000000000004,43.125,40.3,10.315
268,14:31:00,405.27,6.745,39.715,43.125,40.32,10.315
268,14:32:00,405.105,6.755,39.715,43.125,40.34,10.315
268,14:33:00,405.375,6.755,39.74,43.145,40.34,10.315
268,14:34:00,405.88,6.765,39.775,43.175,40.4,10.315
268,14:35:00,405.655,6.765,39.775,43.135,40.41,10.315
268,14:36:00,405.85,6.765,39.785,43.155,40.4,10.315
268,14:37:00,406.16,6.775,39.82,43.352,40.45,10.315
268,14:38:00,405.86,6.645,39.79,43.18,40.41,10.315
268,14:39:00,405.42,6.64,39.763000000000005,43.165,40.43,10.315
268,14:40:00,405.435,6.735,39.758,43.165,40.49,10.315
268,14:41:00,404.79,6.645,39.773,43.155,40.49,10.315
268,14:42:00,404.88,6.645,39.773,43.115,40.48,10.315
268,14:43:00,403.91,6.625,39.715,43.085,40.43,10.315
268,14:44:00,403.485,6.735,39.718,43.045,40.46,10.315
268,14:45:00,403.645,6.635,39.733000000000004,44.858000000000004,40.43,10.315
268,14:46:00,403.715,6.735,39.736999999999995,43.025,40.37,10.315
268,14:47:00,404.305,6.735,39.76,43.055,40.39,10.315
268,14:48:00,404.29,6.635,39.743,43.055,40.35,10.315
268,14:49:00,404.535,6.635,39.71,43.075,40.36,10.315
268,14:50:00,404.46,6.635,39.715,43.065,40.32,10.315
268,14:51:00,404.015,6.625,39.736999999999995,43.065,40.3,10.315
268,14:52:00,404.42,6.635,39.79,43.115,40.33,10.315
268,14:53:00,404.255,6.635,39.803000000000004,43.115,40.36,10.315
268,14:54:00,404.05,6.735,39.76,43.095,40.33,10.315
268,14:55:00,403.825,6.735,39.77,43.075,40.35,10.315
268,14:56:00,403.74,6.635,39.73,43.045,40.31,10.315
268,14:57:00,403.595,6.725,39.68,43.005,40.31,10.295
268,14:58:00,403.51,6.735,39.681999999999995,45.71,40.23,10.295
268,14:59:00,403.745,6.635,39.681999999999995,43.0,40.32,10.295
268,15:00:00,403.675,6.735,39.67,42.96,40.35,10.295
268,15:01:00,403.425,6.735,39.626999999999995,42.925,40.38,10.295
268,15:02:00,403.505,6.725,39.586999999999996,42.915,40.46,10.295
268,15:03:00,404.12,6.625,39.578,42.91,40.47,10.295
268,15:04:00,404.44,6.735,39.611999999999995,42.945,40.44,10.295
268,15:05:00,403.885,6.615,39.538000000000004,42.925,40.44,10.295
268,15:06:00,403.87,6.605,39.493,38.809,40.41,10.295
268,15:07:00,402.595,6.585,39.383,42.765,40.43,10.295
268,15:08:00,402.735,6.695,39.403,42.785,40.45,10.295
268,15:09:00,402.93,6.695,39.395,42.805,40.43,10.295
268,15:10:00,403.155,6.595,39.391999999999996,42.865,40.46,10.295
268,15:11:00,403.23,6.595,39.388000000000005,42.865,40.54,10.295
268,15:12:00,402.58,6.585,39.347,42.855,40.51,10.295
268,15:13:00,402.38,6.665,39.265,42.795,40.57,10.295
268,15:14:00,402.295,6.675,39.325,42.825,40.5,10.295
268,15:15:00,402.245,6.575,39.325,42.815,40.43,10.295
268,15:16:00,402.56,6.675,39.285,42.77,40.42,10.295
268,15:17:00,402.86,6.575,39.313,42.795,40.41,10.295
268,15:18:00,402.835,6.675,39.355,42.795,40.44,10.295
268,15:19:00,402.86,6.575,39.407,42.835,40.37,10.295
268,15:20:00,402.82,6.575,39.398,42.835,40.34,10.295
268,15:21:00,402.435,6.665,39.273,42.765,40.28,10.295
268,15:22:00,402.285,6.635,39.157,42.655,40.27,10.295
268,15:23:00,402.095,6.625,39.097,42.595,40.32,10.295
268,15:24:00,402.27,6.505,39.071999999999996,42.595,40.36,10.295
268,15:25:00,402.29,6.505,39.085,42.595,40.39,10.295
268,15:26:00,402.365,6.515,39.086999999999996,42.565,40.45,10.295
268,15:27:00,401.815,6.515,39.063,42.545,40.49,10.295
268,15:28:00,400.83,6.615,38.993,42.45,40.43,10.295
268,15:29:00,401.01,6.615,39.035,42.485,40.35,10.295
268,15:30:00,401.485,6.625,39.078,42.495,40.26,10.295
268,15:31:00,401.305,6.505,38.99,42.465,40.22,10.295
268,15:32:00,401.965,6.535,39.12,42.575,40.24,10.295
268,15:33:00,402.055,6.545,39.097,42.535,40.24,10.295
268,15:34:00,401.41,6.615,38.972,42.505,40.25,10.295
268,15:35:00,401.425,6.645,39.047,42.525,40.22,10.295
268,15:36:00,401.48,6.655,39.105,42.535,40.25,10.295
268,15:37:00,401.525,6.635,39.078,42.535,40.22,10.295
268,15:38:00,402.03,6.655,39.16,42.575,40.24,10.295
268,15:39:00,401.85,6.645,39.115,42.585,40.28,10.295
268,15:40:00,401.055,6.595,38.977,42.525,40.34,10.295
268,15:41:00,400.89,6.565,38.935,42.455,40.3,10.295
268,15:42:00,400.325,6.455,38.873000000000005,42.395,40.33,10.295
268,15:43:00,400.605,6.555,38.876999999999995,42.405,40.38,10.295
268,15:44:00,400.675,6.575,38.922,42.395,40.32,10.295
268,15:45:00,400.62,6.465,38.913000000000004,42.415,40.33,10.295
268,15:46:00,400.22,6.555,38.845,42.375,40.34,10.295
268,15:47:00,399.43,6.535,38.69,40.245,40.29,10.295
268,15:48:00,400.145,6.435,38.743,42.22,40.26,10.295
268,15:49:00,399.54,6.505,38.641999999999996,42.12,40.22,10.295
268,15:50:00,399.91,6.495,38.693000000000005,42.175,40.26,10.295
268,15:51:00,399.97,6.415,38.74,42.195,40.22,10.295
268,15:52:00,398.93,6.395,38.626999999999995,42.085,40.27,10.295
268,15:53:00,398.675,6.495,38.615,42.045,40.19,10.295
268,15:54:00,399.025,6.405,38.672,42.055,40.19,10.295
268,15:55:00,398.32,6.405,38.6,42.045,40.23,10.295
268,15:56:00,398.545,6.385,38.645,42.095,40.25,10.295
268,15:57:00,399.045,6.505,38.733000000000004,42.155,40.28,10.295
268,15:58:00,399.085,6.505,38.748000000000005,42.165,40.29,10.295
268,15:59:00,399.755,6.435,38.836999999999996,43.717,40.38,10.295
268,16:00:00,399.5,6.435,38.858000000000004,42.285,40.35,10.295
269,09:30:00,400.185,6.475,39.06,42.49,40.28,10.295
269,09:31:00,399.42,6.535,39.053000000000004,42.44,40.28,10.295
269,09:32:00,398.97,6.395,39.055,42.53,40.31,10.295
269,09:33:00,398.285,6.515,39.075,42.51,40.3,10.295
269,09:34:00,399.585,6.515,38.855,42.47,40.36,10.295
269,09:35:00,399.935,6.425,38.83,42.43,40.33,10.295
269,09:36:00,399.705,6.395,38.833,42.31,40.36,10.295
269,09:37:00,400.505,6.375,38.836999999999996,45.753,40.41,10.295
269,09:38:00,400.755,6.475,38.876999999999995,42.175,40.39,10.295
269,09:39:00,400.68,6.475,38.865,42.155,40.38,10.295
269,09:40:00,401.985,6.395,38.968,42.175,40.39,10.295
269,09:41:00,401.6,6.485,38.85,42.045,40.42,10.295
269,09:42:00,401.975,6.495,38.92,42.16,40.47,10.295
269,09:43:00,402.98,6.495,39.028,42.265,40.48,10.295
269,09:44:00,402.945,6.505,39.172,42.29,40.45,10.295
269,09:45:00,403.37,6.405,39.167,42.315,40.49,10.295
269,09:46:00,403.175,6.505,39.153,42.36,40.46,10.295
269,09:47:00,402.335,6.405,39.14,42.31,40.45,10.295
269,09:48:00,402.615,6.525,39.175,42.315,40.5,10.295
269,09:49:00,403.045,6.425,39.23,42.3,40.54,10.295
269,09:50:00,402.335,6.415,39.196999999999996,42.265,40.58,10.295
269,09:51:00,402.345,6.515,39.233000000000004,42.265,40.61,10.295
269,09:52:00,402.535,6.415,39.328,42.35,40.59,10.295
269,09:53:00,403.08,6.525,39.415,42.405,40.63,10.295
269,09:54:00,403.635,6.525,39.435,42.4,40.64,10.295
269,09:55:00,402.65,6.435,39.516999999999996,42.38,40.61,10.295
269,09:56:00,402.12,6.515,39.501999999999995,42.36,40.52,10.295
269,09:57:00,401.925,6.435,39.483000000000004,42.355,40.5,10.295
269,09:58:00,402.465,6.535,39.485,42.37,40.51,10.295
269,09:59:00,402.425,6.425,39.438,42.345,40.53,10.295
269,10:00:00,402.88,6.525,39.475,42.375,40.55,10.295
269,10:01:00,402.595,6.515,39.292,42.265,40.42,10.295
269,10:02:00,402.605,6.425,39.288000000000004,42.205,40.38,10.295
269,10:03:00,402.735,6.425,39.263000000000005,42.195,40.43,10.295
269,10:04:00,401.735,6.415,39.18,42.14,40.37,10.295
269,10:05:00,401.945,6.515,39.23,42.195,40.39,10.295
269,10:06:00,401.44,6.405,39.145,42.125,40.41,10.295
269,10:07:00,401.56,6.505,39.12,42.135,40.44,10.295
269,10:08:00,401.43,6.395,39.083,42.125,40.43,10.295
269,10:09:00,401.78,6.405,39.145,42.165,40.44,10.295
269,10:10:00,402.325,6.405,39.16,42.145,40.46,10.295
269,10:11:00,401.615,6.395,39.045,42.045,40.45,10.295
269,10:12:00,401.895,6.395,39.065,42.065,40.44,10.295
269,10:13:00,402.085,6.405,39.071999999999996,42.095,40.4,10.295
269,10:14:00,402.595,6.515,39.1,42.135,40.45,10.295
269,10:15:00,402.685,6.405,39.085,42.095,40.49,10.295
269,10:16:00,402.55,6.505,39.118,42.135,40.48,10.295
269,10:17:00,402.03,6.4,38.905,41.915,40.43,10.295
269,10:18:00,402.125,6.405,38.835,41.86,40.44,10.295
269,10:19:00,402.26,6.475,38.795,41.835,40.46,10.295
269,10:20:00,402.145,6.475,38.7,41.76,40.54,10.295
269,10:21:00,403.0,6.395,38.77,41.815,40.5,10.295
269,10:22:00,402.1,6.475,38.69,41.815,40.47,10.295
269,10:23:00,402.655,6.375,38.806999999999995,41.865,40.5,10.295
269,10:24:00,402.28,6.465,38.788000000000004,41.885,40.49,10.295
269,10:25:00,401.41,6.365,38.727,39.373000000000005,40.48,10.295
269,10:26:00,401.83,6.365,38.71,41.86,40.5,10.295
269,10:27:00,402.245,6.475,38.795,43.551,40.47,10.295
269,10:28:00,401.745,6.475,38.818000000000005,41.955,40.54,10.295
269,10:29:00,401.62,6.385,38.91,41.955,40.52,10.295
269,10:30:00,401.6,6.485,38.825,41.895,40.52,10.295
269,10:31:00,401.53,6.375,38.778,41.845,40.54,10.295
269,10:32:00,401.055,6.355,38.64,41.755,40.51,10.295
269,10:33:00,401.45,6.365,38.638000000000005,41.795,40.49,10.295
269,10:34:00,401.545,6.365,38.595,41.755,40.51,10.295
269,10:35:00,402.14,6.375,38.665,41.805,40.47,10.295
269,10:36:00,402.325,6.485,38.735,41.85,40.51,10.295
269,10:37:00,401.925,6.375,38.715,41.785,40.49,10.295
269,10:38:00,401.85,6.475,38.663000000000004,41.75,40.48,10.295
269,10:39:00,401.06,6.375,38.513000000000005,41.615,40.51,10.295
269,10:40:00,401.315,6.465,38.563,41.615,40.52,10.295
269,10:41:00,401.2,6.465,38.47,41.555,40.5,10.295
269,10:42:00,401.78,6.375,38.58,41.585,40.48,10.295
269,10:43:00,401.91,6.375,38.63,41.625,40.45,10.295
269,10:44:00,401.58,6.365,38.542,41.555,40.4,10.295
269,10:45:00,401.51,6.465,38.578,41.505,40.37,10.295
269,10:46:00,401.33,6.455,38.538000000000004,38.903,40.37,10.295
269,10:47:00,401.4,6.355,38.565,41.455,40.32,10.295
269,10:48:00,401.985,6.485,38.655,43.699,40.31,10.295
269,10:49:00,401.77,6.485,38.655,41.575,40.34,10.295
269,10:50:00,401.985,6.385,38.72,41.605,40.36,10.295
269,10:51:00,402.105,6.375,38.648,41.585,40.33,10.295
269,10:52:00,402.515,6.385,38.693000000000005,41.575,40.3,10.295
269,10:53:00,402.47,6.385,38.665,41.555,40.36,10.295
269,10:54:00,402.585,6.495,38.722,41.565,40.34,10.295
269,10:55:00,402.57,6.505,38.805,41.665,40.34,10.295
269,10:56:00,402.19,6.495,38.821999999999996,41.64,40.35,10.295
269,10:57:00,402.185,6.485,38.797,41.615,40.35,10.295
269,10:58:00,401.995,6.385,38.76,41.565,40.32,10.295
269,10:59:00,402.065,6.375,38.76,41.535,40.31,10.295
269,11:00:00,402.07,6.485,38.751999999999995,41.565,40.32,10.295
269,11:01:00,401.96,6.475,38.73,41.565,40.37,10.295
269,11:02:00,402.17,6.475,38.792,41.655,40.38,10.295
269,11:03:00,401.765,6.365,38.67,41.555,40.41,10.295
269,11:04:00,401.595,6.365,38.58,41.495,40.42,10.295
269,11:05:00,401.66,6.475,38.648,41.535,40.43,10.295
269,11:06:00,401.405,6.365,38.593,41.525,40.43,10.295
269,11:07:00,401.395,6.455,38.58,41.535,40.46,10.295
269,11:08:00,401.36,6.355,38.59,41.545,40.42,10.295
269,11:09:00,401.36,6.445,38.571999999999996,41.515,40.45,10.295
269,11:10:00,401.42,6.355,38.626999999999995,41.565,40.47,10.295
269,11:11:00,401.13,6.445,38.59,41.535,40.45,10.295
269,11:12:00,400.885,6.355,38.675,41.605,40.45,10.295
269,11:13:00,401.05,6.365,38.773,41.695,40.49,10.295
269,11:14:00,401.6,6.375,38.85,41.695,40.43,10.295
269,11:15:00,401.155,6.375,38.755,41.63,40.45,10.295
269,11:16:00,401.215,6.375,38.755,41.625,40.46,10.295
269,11:17:00,401.225,6.495,38.765,41.605,40.51,10.295
269,11:18:00,401.415,6.485,38.735,41.585,40.5,10.295
269,11:19:00,401.39,6.385,38.695,41.585,40.48,10.295
269,11:20:00,401.425,6.385,38.703,41.585,40.48,10.295
269,11:21:00,401.07,6.365,38.648,41.485,40.48,10.295
269,11:22:00,400.885,6.465,38.663000000000004,41.475,40.36,10.295
269,11:23:00,401.085,6.375,38.722,41.485,40.34,10.295
269,11:24:00,400.76,6.365,38.681999999999995,41.465,40.3,10.295
269,11:25:00,401.065,6.475,38.751999999999995,41.525,40.3,10.115
269,11:26:00,401.145,6.38,38.806999999999995,41.595,40.29,10.115
269,11:27:00,400.875,6.375,38.72,41.525,40.34,10.115
269,11:28:00,400.995,6.475,38.765,41.525,40.35,10.115
269,11:29:00,400.94,6.465,38.74,41.535,40.44,10.115
269,11:30:00,401.085,6.465,38.85,41.645,40.47,10.115
269,11:31:00,400.89,6.455,38.766999999999996,41.585,40.49,10.115
269,11:32:00,400.72,6.465,38.765,41.585,40.55,10.115
269,11:33:00,400.605,6.355,38.748000000000005,41.545,40.53,10.115
269,11:34:00,400.575,6.355,38.722,41.545,40.53,10.115
269,11:35:00,400.625,6.455,38.685,41.525,40.55,10.115
269,11:36:00,400.81,6.365,38.76,41.595,40.54,10.115
269,11:37:00,400.94,6.365,38.736999999999995,41.605,40.63,10.115
269,11:38:00,401.76,6.485,38.858000000000004,41.7,40.66,10.115
269,11:39:00,402.3,6.505,38.905,41.785,40.69,10.115
269,11:40:00,402.01,6.405,38.955,43.15,40.7,10.115
269,11:41:00,401.79,6.395,38.905,41.74,40.67,10.115
269,11:42:00,401.735,6.495,38.92,41.735,40.7,10.165
269,11:43:00,401.705,6.495,38.895,41.72,40.69,10.165
269,11:44:00,401.875,6.495,38.888000000000005,41.695,40.72,10.165
269,11:45:00,401.94,6.405,38.98,41.745,40.67,10.165
269,11:46:00,401.8,6.405,39.03,41.735,40.7,10.165
269,11:47:00,401.825,6.395,38.968,41.705,40.71,10.165
269,11:48:00,401.675,6.495,38.946999999999996,41.685,40.74,10.165
269,11:49:00,401.61,6.405,38.943000000000005,41.65,40.69,10.165
269,11:50:00,401.635,6.495,38.935,41.635,40.7,10.165
269,11:51:00,401.965,6.405,39.01,41.705,40.63,10.165
269,11:52:00,402.14,6.505,39.065,41.745,40.64,10.165
269,11:53:00,401.99,6.515,39.032,41.745,40.66,10.165
269,11:54:00,401.925,6.515,38.993,41.745,40.59,10.165
269,11:55:00,402.34,6.415,39.07,41.775,40.57,10.165
269,11:56:00,402.415,6.425,39.097,41.82,40.54,10.165
269,11:57:00,402.37,6.505,39.04,41.745,40.46,10.165
269,11:58:00,402.37,6.405,39.035,41.805,40.49,10.165
269,11:59:00,402.595,6.405,39.04,41.825,40.42,10.165
269,12:00:00,402.39,6.405,39.008,41.805,40.39,10.165
269,12:01:00,402.18,6.505,39.042,41.835,40.34,10.165
269,12:02:00,402.04,6.405,39.016999999999996,41.825,40.35,10.165
269,12:03:00,402.125,6.405,39.038000000000004,41.845,40.32,10.165
269,12:04:00,401.905,6.395,39.028,41.805,40.33,10.165
269,12:05:00,401.945,6.395,38.985,41.775,40.38,10.165
269,12:06:00,401.88,6.395,38.965,41.755,40.39,10.165
269,12:07:00,401.54,6.385,38.88,40.226,40.39,10.165
269,12:08:00,401.45,6.485,38.855,41.695,40.42,10.165
269,12:09:00,401.495,6.485,38.79,41.635,40.43,10.165
269,12:10:00,401.54,6.475,38.78,41.635,40.43,10.165
269,12:11:00,401.685,6.475,38.806999999999995,41.665,40.42,10.165
269,12:12:00,401.725,6.475,38.83,41.665,40.46,10.165
269,12:13:00,401.59,6.375,38.795,41.645,40.42,10.165
269,12:14:00,401.46,6.365,38.758,41.63,40.44,10.165
269,12:15:00,401.495,6.375,38.792,41.65,40.44,10.165
269,12:16:00,401.065,6.465,38.743,41.59,40.44,10.165
269,12:17:00,401.095,6.465,38.773,41.595,40.43,10.165
269,12:18:00,401.005,6.375,38.782,41.635,40.36,10.165
269,12:19:00,401.2,6.475,38.78,41.635,40.31,10.165
269,12:20:00,400.995,6.475,38.743,41.605,40.32,10.165
269,12:21:00,401.57,6.485,38.825,41.675,40.32,10.165
269,12:22:00,401.625,6.385,38.815,41.695,40.28,10.165
269,12:23:00,401.595,6.375,38.795,41.695,40.24,10.165
269,12:24:00,400.87,6.375,38.785,41.685,40.22,10.165
269,12:25:00,400.835,6.375,38.715,41.685,40.22,10.165
269,12:26:00,400.97,6.385,38.788000000000004,41.755,40.27,10.165
269,12:27:00,400.645,6.375,38.765,41.75,40.2,10.165
269,12:28:00,400.77,6.485,38.858000000000004,41.84,40.25,10.165
269,12:29:00,400.925,6.485,38.847,41.865,40.27,10.165
269,12:30:00,400.685,6.385,38.805,41.835,40.28,10.165
269,12:31:00,400.645,6.485,38.76,41.835,40.28,10.165
269,12:32:00,400.745,6.485,38.805,41.855,40.29,10.165
269,12:33:00,400.335,6.475,38.727,41.825,40.36,10.155
269,12:34:00,400.27,6.475,38.725,41.795,40.32,10.155
269,12:35:00,400.57,6.465,38.72,41.795,40.3,10.155
269,12:36:00,400.585,6.465,38.736999999999995,41.775,40.32,10.155
269,12:37:00,400.35,6.365,38.685,41.695,40.3,10.155
269,12:38:00,400.645,6.365,38.711999999999996,41.735,40.3,10.155
269,12:39:00,400.445,6.365,38.72,41.735,40.25,10.155
269,12:40:00,400.535,6.375,38.722,45.315,40.28,10.155
269,12:41:00,400.14,6.465,38.618,41.665,40.27,10.155
269,12:42:00,399.89,6.365,38.626999999999995,41.645,40.31,10.155
269,12:43:00,399.93,6.465,38.583,41.645,40.32,10.155
269,12:44:00,400.15,6.465,38.611999999999995,41.685,40.34,10.155
269,12:45:00,400.085,6.365,38.528,41.685,40.36,10.155
269,12:46:00,400.175,6.375,38.53,41.685,40.37,10.155
269,12:47:00,400.12,6.365,38.535,41.705,40.35,10.155
269,12:48:00,400.105,6.475,38.545,41.725,40.37,10.155
269,12:49:00,400.14,6.465,38.505,41.715,40.38,10.155
269,12:50:00,400.255,6.365,38.483000000000004,41.695,40.41,10.155
269,12:51:00,400.635,6.365,38.5,41.735,40.39,10.155
269,12:52:00,400.815,6.375,38.532,41.785,40.39,10.155
269,12:53:00,400.64,6.365,38.493,41.745,40.38,10.155
269,12:54:00,400.965,6.375,38.52,41.755,40.37,10.155
269,12:55:00,400.62,6.375,38.483000000000004,41.705,40.39,10.155
269,12:56:00,400.89,6.385,38.59,41.755,40.38,10.155
269,12:57:00,401.325,6.385,38.635,41.765,40.3,10.155
269,12:58:00,401.385,6.385,38.678000000000004,41.785,40.28,10.155
269,12:59:00,401.785,6.495,38.727,41.8,40.25,10.155
269,13:00:00,401.76,6.495,38.71,41.795,40.23,10.155
269,13:01:00,401.48,6.485,38.663000000000004,41.745,40.25,10.155
269,13:02:00,401.395,6.485,38.667,41.755,40.22,10.155
269,13:03:00,401.215,6.385,38.62,41.725,40.2,10.155
269,13:04:00,401.085,6.485,38.6,41.695,40.2,10.155
269,13:05:00,401.06,6.385,38.608000000000004,41.695,40.22,10.155
269,13:06:00,401.24,6.495,38.667,41.695,40.16,10.155
269,13:07:00,401.13,6.485,38.638000000000005,41.685,40.15,10.155
269,13:08:00,401.37,6.395,38.68,41.715,40.12,10.155
269,13:09:00,400.845,6.475,38.55,41.615,40.14,10.155
269,13:10:00,400.625,6.375,38.532,41.605,40.16,10.155
269,13:11:00,400.555,6.475,38.498000000000005,41.55,40.16,10.155
269,13:12:00,400.68,6.475,38.52,41.575,40.15,10.155
269,13:13:00,400.77,6.375,38.483000000000004,41.56,40.14,10.155
269,13:14:00,400.5,6.475,38.486999999999995,41.535,40.2,10.155
269,13:15:00,400.48,6.475,38.5,41.545,40.2,10.155
269,13:16:00,400.545,6.375,38.505,41.565,40.16,10.155
269,13:17:00,400.635,6.475,38.51,41.575,40.1,10.155
269,13:18:00,400.59,6.475,38.515,41.555,40.07,10.155
269,13:19:00,400.59,6.375,38.525,41.575,40.08,10.155
269,13:20:00,400.545,6.365,38.461999999999996,41.575,40.1,10.155
269,13:21:00,400.48,6.365,38.422,41.585,40.07,10.155
269,13:22:00,400.545,6.365,38.428000000000004,41.585,40.08,10.155
269,13:23:00,400.585,6.465,38.39,41.55,40.08,10.155
269,13:24:00,400.66,6.365,38.403,41.575,40.07,10.155
269,13:25:00,400.62,6.365,38.41,41.55,40.03,10.155
269,13:26:00,400.415,6.365,38.368,41.555,40.05,10.155
269,13:27:00,400.35,6.365,38.39,41.555,40.02,10.155
269,13:28:00,400.055,6.355,38.33,41.515,40.11,10.155
269,13:29:00,400.055,6.455,38.288000000000004,41.5,40.1,10.155
269,13:30:00,400.21,6.455,38.328,41.47,40.09,10.155
269,13:31:00,400.135,6.455,38.251999999999995,43.79,40.13,10.155
269,13:32:00,400.13,6.455,38.233000000000004,41.385,40.13,10.155
269,13:33:00,400.165,6.455,38.178000000000004,41.355,40.17,10.155
269,13:34:00,400.07,6.455,38.165,41.335,40.13,10.155
269,13:35:00,399.975,6.355,38.218,41.35,40.11,10.155
269,13:36:00,400.185,6.455,38.288000000000004,41.41,40.17,10.155
269,13:37:00,400.29,6.365,38.361999999999995,41.455,40.23,10.155
269,13:38:00,400.53,6.355,38.31,41.465,40.3,10.155
269,13:39:00,400.63,6.355,38.347,41.485,40.31,10.155
269,13:40:00,400.45,6.455,38.328,41.485,40.35,10.155
269,13:41:00,400.585,6.455,38.355,41.485,40.35,10.155
269,13:42:00,400.595,6.455,38.373000000000005,40.641999999999996,40.28,10.155
269,13:43:00,400.54,6.355,38.352,41.51,40.33,10.155
269,13:44:00,400.395,6.355,38.318000000000005,41.485,40.36,10.155
269,13:45:00,400.53,6.355,38.365,41.515,40.39,10.155
269,13:46:00,400.575,6.455,38.39,41.52,40.4,10.155
269,13:47:00,400.385,6.445,38.336999999999996,41.435,40.43,10.155
269,13:48:00,400.125,6.345,38.266999999999996,41.365,40.41,10.155
269,13:49:00,400.01,6.445,38.292,41.355,40.5,10.155
269,13:50:00,399.615,6.315,38.23,41.32,40.51,10.155
269,13:51:00,399.605,6.425,38.211999999999996,41.31,40.49,10.155
269,13:52:00,399.9,6.425,38.227,41.305,40.55,10.155
269,13:53:00,399.955,6.325,38.245,41.29,40.57,10.155
269,13:54:00,399.75,6.325,38.211999999999996,41.265,40.58,10.155
269,13:55:00,399.61,6.315,38.165,41.245,40.53,10.155
269,13:56:00,399.21,6.385,38.115,41.225,40.47,10.155
269,13:57:00,398.96,6.395,38.063,40.009,40.51,10.155
269,13:58:00,398.815,6.295,38.05,41.185,40.54,10.155
269,13:59:00,399.125,6.395,38.075,41.165,40.53,10.155
269,14:00:00,399.32,6.395,38.075,41.165,40.55,10.155
269,14:01:00,399.22,6.295,38.08,41.185,40.57,10.155
269,14:02:00,398.8,6.385,38.108000000000004,41.225,40.66,10.155
269,14:03:00,398.535,6.375,38.065,42.461000000000006,40.64,10.155
269,14:04:00,398.545,6.265,38.025,41.13,40.64,10.155
269,14:05:00,398.56,6.375,38.016999999999996,41.095,40.68,10.155
269,14:06:00,398.935,6.385,38.06,41.145,40.74,10.155
